Source,Target,Type,Industry,search_word
databaseutvikling,analysere bilder,Undirected,Helse og omsorg,Data og ai
databaseutvikling,digitalisering,Undirected,Helse og omsorg,Data og ai
databaseutvikling,bergenstesten,Undirected,Helse og omsorg,Data og ai
analysere bilder,digitalisering,Undirected,Helse og omsorg,Data og ai
analysere bilder,bergenstesten,Undirected,Helse og omsorg,Data og ai
digitalisering,bergenstesten,Undirected,Helse og omsorg,Data og ai
prototype,wireframing,Undirected,IT,Data og ai
prototype,brukbarhetstesting,Undirected,IT,Data og ai
prototype,programvaredesign,Undirected,IT,Data og ai
prototype,interaksjonsdesign,Undirected,IT,Data og ai
prototype,informasjonsarkitektur,Undirected,IT,Data og ai
wireframing,brukbarhetstesting,Undirected,IT,Data og ai
wireframing,programvaredesign,Undirected,IT,Data og ai
wireframing,interaksjonsdesign,Undirected,IT,Data og ai
wireframing,informasjonsarkitektur,Undirected,IT,Data og ai
brukbarhetstesting,programvaredesign,Undirected,IT,Data og ai
brukbarhetstesting,interaksjonsdesign,Undirected,IT,Data og ai
brukbarhetstesting,informasjonsarkitektur,Undirected,IT,Data og ai
programvaredesign,interaksjonsdesign,Undirected,IT,Data og ai
programvaredesign,informasjonsarkitektur,Undirected,IT,Data og ai
interaksjonsdesign,informasjonsarkitektur,Undirected,IT,Data og ai
fabrikasjonsprosess,kunstig intelligens,Undirected,Industri og produksjon,Data og ai
fabrikasjonsprosess,digitalisering,Undirected,Industri og produksjon,Data og ai
fabrikasjonsprosess,ifs erp,Undirected,Industri og produksjon,Data og ai
fabrikasjonsprosess,prosessoptimalisering (produksjonsprosesser),Undirected,Industri og produksjon,Data og ai
kunstig intelligens,digitalisering,Undirected,Industri og produksjon,Data og ai
kunstig intelligens,ifs erp,Undirected,Industri og produksjon,Data og ai
kunstig intelligens,prosessoptimalisering (produksjonsprosesser),Undirected,Industri og produksjon,Data og ai
digitalisering,ifs erp,Undirected,Industri og produksjon,Data og ai
digitalisering,prosessoptimalisering (produksjonsprosesser),Undirected,Industri og produksjon,Data og ai
ifs erp,prosessoptimalisering (produksjonsprosesser),Undirected,Industri og produksjon,Data og ai
prosjektledelse,kreativitet,Undirected,Markedsføring og annonsering,Data og ai
prosjektledelse,matfaget,Undirected,Markedsføring og annonsering,Data og ai
prosjektledelse,innholdsmarkedsføring,Undirected,Markedsføring og annonsering,Data og ai
prosjektledelse,sosiale medier,Undirected,Markedsføring og annonsering,Data og ai
prosjektledelse,teknologisk forståelse,Undirected,Markedsføring og annonsering,Data og ai
kreativitet,matfaget,Undirected,Markedsføring og annonsering,Data og ai
kreativitet,innholdsmarkedsføring,Undirected,Markedsføring og annonsering,Data og ai
kreativitet,sosiale medier,Undirected,Markedsføring og annonsering,Data og ai
kreativitet,teknologisk forståelse,Undirected,Markedsføring og annonsering,Data og ai
matfaget,innholdsmarkedsføring,Undirected,Markedsføring og annonsering,Data og ai
matfaget,sosiale medier,Undirected,Markedsføring og annonsering,Data og ai
matfaget,teknologisk forståelse,Undirected,Markedsføring og annonsering,Data og ai
innholdsmarkedsføring,sosiale medier,Undirected,Markedsføring og annonsering,Data og ai
innholdsmarkedsføring,teknologisk forståelse,Undirected,Markedsføring og annonsering,Data og ai
sosiale medier,teknologisk forståelse,Undirected,Markedsføring og annonsering,Data og ai
google adwords,landingpage,Undirected,Internettbaserte tjenester,Data og ai
google adwords,wordpress,Undirected,Internettbaserte tjenester,Data og ai
google adwords,produsere innhold,Undirected,Internettbaserte tjenester,Data og ai
google adwords,kampanjeplanlegging (markedsføring),Undirected,Internettbaserte tjenester,Data og ai
google adwords,google analytics,Undirected,Internettbaserte tjenester,Data og ai
google adwords,datadrevet markedsføring,Undirected,Internettbaserte tjenester,Data og ai
google adwords,digital annonsering,Undirected,Internettbaserte tjenester,Data og ai
landingpage,wordpress,Undirected,Internettbaserte tjenester,Data og ai
landingpage,produsere innhold,Undirected,Internettbaserte tjenester,Data og ai
landingpage,kampanjeplanlegging (markedsføring),Undirected,Internettbaserte tjenester,Data og ai
landingpage,google analytics,Undirected,Internettbaserte tjenester,Data og ai
landingpage,datadrevet markedsføring,Undirected,Internettbaserte tjenester,Data og ai
landingpage,digital annonsering,Undirected,Internettbaserte tjenester,Data og ai
wordpress,produsere innhold,Undirected,Internettbaserte tjenester,Data og ai
wordpress,kampanjeplanlegging (markedsføring),Undirected,Internettbaserte tjenester,Data og ai
wordpress,google analytics,Undirected,Internettbaserte tjenester,Data og ai
wordpress,datadrevet markedsføring,Undirected,Internettbaserte tjenester,Data og ai
wordpress,digital annonsering,Undirected,Internettbaserte tjenester,Data og ai
produsere innhold,kampanjeplanlegging (markedsføring),Undirected,Internettbaserte tjenester,Data og ai
produsere innhold,google analytics,Undirected,Internettbaserte tjenester,Data og ai
produsere innhold,datadrevet markedsføring,Undirected,Internettbaserte tjenester,Data og ai
produsere innhold,digital annonsering,Undirected,Internettbaserte tjenester,Data og ai
kampanjeplanlegging (markedsføring),google analytics,Undirected,Internettbaserte tjenester,Data og ai
kampanjeplanlegging (markedsføring),datadrevet markedsføring,Undirected,Internettbaserte tjenester,Data og ai
kampanjeplanlegging (markedsføring),digital annonsering,Undirected,Internettbaserte tjenester,Data og ai
google analytics,datadrevet markedsføring,Undirected,Internettbaserte tjenester,Data og ai
google analytics,digital annonsering,Undirected,Internettbaserte tjenester,Data og ai
datadrevet markedsføring,digital annonsering,Undirected,Internettbaserte tjenester,Data og ai
docker,felling,Undirected,IT,Data og ai
docker,bash (operativsystem),Undirected,IT,Data og ai
docker,overvåkning og loggverktøy,Undirected,IT,Data og ai
docker,cuda (compute unified device architecture),Undirected,IT,Data og ai
docker,prometheus,Undirected,IT,Data og ai
docker,systemoptimering,Undirected,IT,Data og ai
docker,ci/cd (continuous integration and continuous delivery),Undirected,IT,Data og ai
felling,bash (operativsystem),Undirected,IT,Data og ai
felling,overvåkning og loggverktøy,Undirected,IT,Data og ai
felling,cuda (compute unified device architecture),Undirected,IT,Data og ai
felling,prometheus,Undirected,IT,Data og ai
felling,systemoptimering,Undirected,IT,Data og ai
felling,ci/cd (continuous integration and continuous delivery),Undirected,IT,Data og ai
bash (operativsystem),overvåkning og loggverktøy,Undirected,IT,Data og ai
bash (operativsystem),cuda (compute unified device architecture),Undirected,IT,Data og ai
bash (operativsystem),prometheus,Undirected,IT,Data og ai
bash (operativsystem),systemoptimering,Undirected,IT,Data og ai
bash (operativsystem),ci/cd (continuous integration and continuous delivery),Undirected,IT,Data og ai
overvåkning og loggverktøy,cuda (compute unified device architecture),Undirected,IT,Data og ai
overvåkning og loggverktøy,prometheus,Undirected,IT,Data og ai
overvåkning og loggverktøy,systemoptimering,Undirected,IT,Data og ai
overvåkning og loggverktøy,ci/cd (continuous integration and continuous delivery),Undirected,IT,Data og ai
cuda (compute unified device architecture),prometheus,Undirected,IT,Data og ai
cuda (compute unified device architecture),systemoptimering,Undirected,IT,Data og ai
cuda (compute unified device architecture),ci/cd (continuous integration and continuous delivery),Undirected,IT,Data og ai
prometheus,systemoptimering,Undirected,IT,Data og ai
prometheus,ci/cd (continuous integration and continuous delivery),Undirected,IT,Data og ai
systemoptimering,ci/cd (continuous integration and continuous delivery),Undirected,IT,Data og ai
python (dataprogrammering),docker,Undirected,IT,Data og ai
python (dataprogrammering),pytorch,Undirected,IT,Data og ai
python (dataprogrammering),felling,Undirected,IT,Data og ai
k8s,docker,Undirected,IT,Data og ai
k8s,pytorch,Undirected,IT,Data og ai
k8s,felling,Undirected,IT,Data og ai
k8s,maskinlæring,Undirected,IT,Data og ai
docker,pytorch,Undirected,IT,Data og ai
docker,maskinlæring,Undirected,IT,Data og ai
pytorch,felling,Undirected,IT,Data og ai
pytorch,maskinlæring,Undirected,IT,Data og ai
felling,maskinlæring,Undirected,IT,Data og ai
maskinlæring,maskinlæring,Undirected,IT,Data og ai
cybersikkerhet,datasenter,Undirected,IT,Data og ai
cybersikkerhet,due diligence analyse,Undirected,IT,Data og ai
cybersikkerhet,go-to-market strategi,Undirected,IT,Data og ai
datasenter,due diligence analyse,Undirected,IT,Data og ai
datasenter,go-to-market strategi,Undirected,IT,Data og ai
due diligence analyse,go-to-market strategi,Undirected,IT,Data og ai
controlling,kontinuerlig forbedringsarbeid,Undirected,innsikt og lokal ekspertise.,Data og ai
controlling,prosjekteringsledelse,Undirected,innsikt og lokal ekspertise.,Data og ai
controlling,axapta,Undirected,innsikt og lokal ekspertise.,Data og ai
controlling,kunstig intelligens,Undirected,innsikt og lokal ekspertise.,Data og ai
controlling,ifs erp,Undirected,innsikt og lokal ekspertise.,Data og ai
controlling,erp-systemer,Undirected,innsikt og lokal ekspertise.,Data og ai
kontinuerlig forbedringsarbeid,prosjekteringsledelse,Undirected,innsikt og lokal ekspertise.,Data og ai
kontinuerlig forbedringsarbeid,axapta,Undirected,innsikt og lokal ekspertise.,Data og ai
kontinuerlig forbedringsarbeid,kunstig intelligens,Undirected,innsikt og lokal ekspertise.,Data og ai
kontinuerlig forbedringsarbeid,ifs erp,Undirected,innsikt og lokal ekspertise.,Data og ai
kontinuerlig forbedringsarbeid,erp-systemer,Undirected,innsikt og lokal ekspertise.,Data og ai
prosjekteringsledelse,axapta,Undirected,innsikt og lokal ekspertise.,Data og ai
prosjekteringsledelse,kunstig intelligens,Undirected,innsikt og lokal ekspertise.,Data og ai
prosjekteringsledelse,ifs erp,Undirected,innsikt og lokal ekspertise.,Data og ai
prosjekteringsledelse,erp-systemer,Undirected,innsikt og lokal ekspertise.,Data og ai
axapta,kunstig intelligens,Undirected,innsikt og lokal ekspertise.,Data og ai
axapta,ifs erp,Undirected,innsikt og lokal ekspertise.,Data og ai
axapta,erp-systemer,Undirected,innsikt og lokal ekspertise.,Data og ai
kunstig intelligens,ifs erp,Undirected,innsikt og lokal ekspertise.,Data og ai
kunstig intelligens,erp-systemer,Undirected,innsikt og lokal ekspertise.,Data og ai
ifs erp,erp-systemer,Undirected,innsikt og lokal ekspertise.,Data og ai
finansforvaltning,controlling,Undirected,innsikt og lokal ekspertise.,Data og ai
finansforvaltning,økonomistyring,Undirected,innsikt og lokal ekspertise.,Data og ai
finansforvaltning,analysere data,Undirected,innsikt og lokal ekspertise.,Data og ai
finansforvaltning,likviditetsstyring,Undirected,innsikt og lokal ekspertise.,Data og ai
finansforvaltning,business-planlegging,Undirected,innsikt og lokal ekspertise.,Data og ai
finansforvaltning,kostnadskontroll (financial controlling),Undirected,innsikt og lokal ekspertise.,Data og ai
finansforvaltning,risikostyring,Undirected,innsikt og lokal ekspertise.,Data og ai
controlling,økonomistyring,Undirected,innsikt og lokal ekspertise.,Data og ai
controlling,analysere data,Undirected,innsikt og lokal ekspertise.,Data og ai
controlling,likviditetsstyring,Undirected,innsikt og lokal ekspertise.,Data og ai
controlling,business-planlegging,Undirected,innsikt og lokal ekspertise.,Data og ai
controlling,kostnadskontroll (financial controlling),Undirected,innsikt og lokal ekspertise.,Data og ai
controlling,risikostyring,Undirected,innsikt og lokal ekspertise.,Data og ai
økonomistyring,analysere data,Undirected,innsikt og lokal ekspertise.,Data og ai
økonomistyring,likviditetsstyring,Undirected,innsikt og lokal ekspertise.,Data og ai
økonomistyring,business-planlegging,Undirected,innsikt og lokal ekspertise.,Data og ai
økonomistyring,kostnadskontroll (financial controlling),Undirected,innsikt og lokal ekspertise.,Data og ai
økonomistyring,risikostyring,Undirected,innsikt og lokal ekspertise.,Data og ai
analysere data,likviditetsstyring,Undirected,innsikt og lokal ekspertise.,Data og ai
analysere data,business-planlegging,Undirected,innsikt og lokal ekspertise.,Data og ai
analysere data,kostnadskontroll (financial controlling),Undirected,innsikt og lokal ekspertise.,Data og ai
analysere data,risikostyring,Undirected,innsikt og lokal ekspertise.,Data og ai
likviditetsstyring,business-planlegging,Undirected,innsikt og lokal ekspertise.,Data og ai
likviditetsstyring,kostnadskontroll (financial controlling),Undirected,innsikt og lokal ekspertise.,Data og ai
likviditetsstyring,risikostyring,Undirected,innsikt og lokal ekspertise.,Data og ai
business-planlegging,kostnadskontroll (financial controlling),Undirected,innsikt og lokal ekspertise.,Data og ai
business-planlegging,risikostyring,Undirected,innsikt og lokal ekspertise.,Data og ai
kostnadskontroll (financial controlling),risikostyring,Undirected,innsikt og lokal ekspertise.,Data og ai
account management,tolke data,Undirected,IT - programvare,Data og ai
account management,flåtestyring,Undirected,IT - programvare,Data og ai
account management,regulatory compliance,Undirected,IT - programvare,Data og ai
tolke data,flåtestyring,Undirected,IT - programvare,Data og ai
tolke data,regulatory compliance,Undirected,IT - programvare,Data og ai
flåtestyring,regulatory compliance,Undirected,IT - programvare,Data og ai
annonsering i sosiale medier,performance marketing,Undirected,Butikk og varehandel,Data og ai
annonsering i sosiale medier,google analytics,Undirected,Butikk og varehandel,Data og ai
annonsering i sosiale medier,resultatanalyse,Undirected,Butikk og varehandel,Data og ai
annonsering i sosiale medier,datadrevet markedsføring,Undirected,Butikk og varehandel,Data og ai
annonsering i sosiale medier,digital annonsering,Undirected,Butikk og varehandel,Data og ai
performance marketing,google analytics,Undirected,Butikk og varehandel,Data og ai
performance marketing,resultatanalyse,Undirected,Butikk og varehandel,Data og ai
performance marketing,datadrevet markedsføring,Undirected,Butikk og varehandel,Data og ai
performance marketing,digital annonsering,Undirected,Butikk og varehandel,Data og ai
google analytics,resultatanalyse,Undirected,Butikk og varehandel,Data og ai
google analytics,datadrevet markedsføring,Undirected,Butikk og varehandel,Data og ai
google analytics,digital annonsering,Undirected,Butikk og varehandel,Data og ai
resultatanalyse,datadrevet markedsføring,Undirected,Butikk og varehandel,Data og ai
resultatanalyse,digital annonsering,Undirected,Butikk og varehandel,Data og ai
datadrevet markedsføring,digital annonsering,Undirected,Butikk og varehandel,Data og ai
forskning,natural language processing (nlp),Undirected,Forskning,Data og ai
